"","agency_cd","site_no","station_nm","site_tp_cd","dec_lat_va","dec_long_va","coord_acy_cd","dec_coord_datum_cd","alt_va","alt_acy_va","alt_datum_cd","huc_cd","data_type_cd","parm_cd","stat_cd","ts_id","loc_web_ds","medium_grp_cd","parm_grp_cd","srs_id","access_cd","begin_date","Year_start","end_date","Year_end","count_nu","period","county"
"23","USGS","0204347502","CURRITUCK SOUND BLW U.S. HWY 158 NR KITTY HAWK, NC","ES",36.0908333,-75.7430556,"U","NAD83",NA,NA,NA,"03010205","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-08-07,"2012",2014-02-19,"2014",13,561,"currituck:spit"
"24","USGS","02043650","NORTH RIVER BELOW BUCK ISLAND NEAR GRANDY, NC","ST",36.25194444,-75.94138889,"U","NAD83",0,1.6,"NAVD88","03010205","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-08-02,"2012",2014-02-19,"2014",13,566,NA
"25","USGS","02043750","CROSS CANAL DITCH NR HOLLY GROVE, NC","ST-CA",36.5098749,-76.5524497,"S","NAD83",15,1,"NGVD29","03010205","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-08-15,"2012",2012-08-15,"2012",1,0,"gates"
"26","USGS","02043869","PASQUOTANK R AT COBB PT NR ELIZABETH CITY, NC","ST",36.28888889,-76.1886111,"U","NAD83",0,1.6,"NAVD88","03010205","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-07-24,"2012",2012-08-29,"2012",2,36,"pasquotank"
"27","USGS","0204387900","PASQUOTANK R AT LIGHT 1 NEAR TEXAS, NC","ES",36.15182524,-76.0213111,"S","NAD83",NA,NA,NA,"03010205","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",1991-01-17,"1991",2012-07-18,"2012",87,7853,NA
"28","USGS","02043884","LITTLE RIVER NEAR WEEKSVILLE, NC","ST",36.1308333,-76.2136111,"U","NAD83",0,1.6,"NAVD88","03010205","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-07-24,"2012",2014-02-18,"2014",14,574,NA
"29","USGS","02043892","PERQUIMANS RIVER AT US 17 AT HERTFORD, NC","ST",36.1946023,-76.4663298,"S","NAD83",NA,NA,NA,"03010205","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",1958-03-01,"1958",2012-08-06,"2012",49,19882,"perquimans"
"30","USGS","0204390675","ALBEMARLE SOUND NEAR HARVEY POINT, NC","ES",36.0836111,-76.29277778,"U","NAD83",0,1.6,"NAVD88","03010205","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-07-19,"2012",2012-07-19,"2012",1,0,NA
"31","USGS","02043913","YEOPIM RIVER AT PHILLIPS LANDING NEAR BETHEL, NC","ST",36.07527778,-76.4219444,"U","NAD83",0,1.6,"NAVD88","03010205","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-07-24,"2012",2014-02-18,"2014",14,574,NA
"32","USGS","02043930","ALBEMARLE SOUND AT EDENTON BAY NEAR EDENTON, NC","ES",36.0422222,-76.61277778,"U","NAD83",0,1.6,"NAVD88","03010205","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-07-17,"2012",2012-08-27,"2012",2,41,NA
"33","USGS","02043950","ALBEMARLE SOUND NR EDENTON AIRPORT NR EDENTON, NC","ES",35.98027778,-76.6108333,"U","NAD83",0,1.6,"NAVD88","03010205","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-07-17,"2012",2012-07-17,"2012",1,0,NA
"34","USGS","0205309110","KIRBYS CREEK TRIB AT SR 1356 NEAR PENDLETON, NC","ST",36.49613889,-77.1736667,"1","NAD83",NA,NA,NA,"03010204","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-13,"2012",2013-04-23,"2013",6,314,"northampton"
"35","USGS","02053242","CHOWAN RIVER AT U.S. HWYS 13/158 AT WINTON, NC","ST",36.40277778,-76.9347222,"U","NAD83",NA,NA,NA,"03010203","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-07-23,"2012",2012-07-23,"2012",1,0,"hertford"
"36","USGS","02053490","AHOSKIE CR NEAR POORTOWN, NC","ST",36.28848884,-77.0252375,"S","NAD83",NA,NA,NA,"03010203","qw","00095",NA,"0",NA,"sed","PHY","1646694","0",1995-09-25,"1995",2002-07-23,"2002",2,2493,"hertford"
"37","USGS","02053490","AHOSKIE CR NEAR POORTOWN, NC","ST",36.28848884,-77.0252375,"S","NAD83",NA,NA,NA,"03010203","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",1994-01-26,"1994",2002-07-23,"2002",5,3100,"hertford"
"38","USGS","02053490","AHOSKIE CR NEAR POORTOWN, NC","ST",36.28848884,-77.0252375,"S","NAD83",NA,NA,NA,"03010203","qw","90095",NA,"0",NA,"wat","PHY","1646694","0",1994-01-26,"1994",2002-07-23,"2002",4,3100,"hertford"
"39","USGS","02053500","AHOSKIE CREEK AT AHOSKIE, NC","ST",36.28027778,-76.9994444,"S","NAD83",16.3,0.1,"NAVD88","03010203","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",1955-02-16,"1955",2002-07-17,"2002",13,17318,"hertford"
"40","USGS","02053606","CHOWAN RIVER AT LIGHT 13 NR LLOYD CROSSROADS, NC","ST",36.29444444,-76.6972222,"U","NAD83",0,1.6,"NAVD88","03010203","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-07-23,"2012",2012-07-23,"2012",1,0,NA
"41","USGS","02053652","CHOWAN RIVER NR EDENHOUSE, NC","ST",36.0479377,-76.69466808,"S","NAD83",NA,NA,NA,"03010203","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",1958-01-01,"1958",2012-08-27,"2012",348,19962,NA
"42","USGS","02069030","BELEWS CREEK NEAR KERNERSVILLE, NC","ST",36.20569205,-80.0733754,"S","NAD83",NA,NA,NA,"03010103","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2001-07-26,"2001",2001-07-26,"2001",1,0,"forsyth"
"43","USGS","02071410","MATRIMONY CREEK NEAR LEAKSVILLE, NC","ST",36.5276382,-79.8353161,"S","NAD83",NA,NA,NA,"03010103","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2001-06-28,"2001",2001-06-28,"2001",1,0,"rockingham"
"44","USGS","0207428225","WOLF ISLAND CREEK BELOW SR 1998 AT REIDSVILLE, NC","ST",36.37388889,-79.6836111,"S","NAD83",650,10,"NGVD29","03010103","dv","00095","00001","83580",NA,"wat",NA,"1646694","0",2003-06-12,"2003",2004-06-22,"2004",262,376,"rockingham"
"45","USGS","0207428225","WOLF ISLAND CREEK BELOW SR 1998 AT REIDSVILLE, NC","ST",36.37388889,-79.6836111,"S","NAD83",650,10,"NGVD29","03010103","dv","00095","00002","83581",NA,"wat",NA,"1646694","0",2003-06-12,"2003",2004-06-22,"2004",262,376,"rockingham"
"46","USGS","0207428225","WOLF ISLAND CREEK BELOW SR 1998 AT REIDSVILLE, NC","ST",36.37388889,-79.6836111,"S","NAD83",650,10,"NGVD29","03010103","dv","00095","00003","83582",NA,"wat",NA,"1646694","0",2003-06-12,"2003",2004-06-22,"2004",262,376,"rockingham"
"47","USGS","0207428225","WOLF ISLAND CREEK BELOW SR 1998 AT REIDSVILLE, NC","ST",36.37388889,-79.6836111,"S","NAD83",650,10,"NGVD29","03010103","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2002-12-19,"2002",2004-04-29,"2004",2,497,"rockingham"
"48","USGS","0207428225","WOLF ISLAND CREEK BELOW SR 1998 AT REIDSVILLE, NC","ST",36.37388889,-79.6836111,"S","NAD83",650,10,"NGVD29","03010103","qw","90095",NA,"0",NA,"wat","PHY","1646694","0",2002-12-19,"2002",2004-04-29,"2004",2,497,"rockingham"
"49","USGS","0207429247","CARROL CR BELOW DAM AT UNIVERSITY ESTATES, NC","ST",36.3931925,-79.7072546,"S","NAD83",675,10,"NGVD29","03010103","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2002-12-19,"2002",2004-04-22,"2004",2,490,"rockingham"
"50","USGS","0207429247","CARROL CR BELOW DAM AT UNIVERSITY ESTATES, NC","ST",36.3931925,-79.7072546,"S","NAD83",675,10,"NGVD29","03010103","qw","90095",NA,"0",NA,"wat","PHY","1646694","0",2002-12-19,"2002",2004-04-22,"2004",2,490,"rockingham"
"51","USGS","0207517215","MOON CREEK AT SR1511 NR PROVIDENCE, NC","ST",36.50763976,-79.3355756,"S","NAD83",NA,NA,NA,"03010104","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2001-06-14,"2001",2001-06-14,"2001",1,0,"caswell"
"52","USGS","0207519125","CANE CREEK UPSTREAM SR1527 NR MILTON, NC","ST",36.54125067,-79.2630738,"S","NAD83",NA,NA,NA,"03010104","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2001-06-14,"2001",2001-06-14,"2001",1,0,"caswell"
"53","USGS","02077200","HYCO CREEK NEAR LEASBURG, NC","ST",36.39777778,-79.1966667,"S","NAD83",399.3,0.01,"NAVD88","03010104","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2001-06-15,"2001",2001-06-15,"2001",1,0,"caswell"
"54","USGS","02077348","MARLOWE CREEK NR WOODSDALE, NC","ST",36.48430737,-78.9794553,"S","NAD83",NA,NA,NA,"03010104","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2001-07-25,"2001",2001-07-25,"2001",1,0,"person"
"55","USGS","02077670","MAYO CR NR BETHEL HILL, NC","ST",36.5408333,-78.8719444,"S","NAD83",337.9,0.13,"NAVD88","03010104","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2014-06-16,"2014",2014-06-16,"2014",1,0,"halifax"
"56","USGS","02077670","MAYO CR NR BETHEL HILL, NC","ST",36.5408333,-78.8719444,"S","NAD83",337.9,0.13,"NAVD88","03010104","qw","90095",NA,"0",NA,"wat","PHY","1646694","0",2014-06-16,"2014",2014-06-16,"2014",1,0,"halifax"
"57","USGS","0207974900","SIX POUND CREEK AT SR1306 NR CHURCH HILL, NC","ST",36.5104243,-78.0791594,"S","NAD83",NA,NA,NA,"03010106","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2001-06-12,"2001",2001-06-12,"2001",1,0,"warren"
"58","USGS","02080500","ROANOKE RIVER AT ROANOKE RAPIDS, NC","ST",36.46,-77.6336111,"H","NAD83",42.8,0.13,"NAVD88","03010107","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",1957-03-04,"1957",2007-07-31,"2007",159,18411,"halifax"
"59","USGS","02080500","ROANOKE RIVER AT ROANOKE RAPIDS, NC","ST",36.46,-77.6336111,"H","NAD83",42.8,0.13,"NAVD88","03010107","qw","90095",NA,"0",NA,"wat","PHY","1646694","0",1980-10-07,"1980",2007-07-31,"2007",73,9793,"halifax"
"60","USGS","0208062765","ROANOKE RIVER AT HALIFAX, NC","ST",36.3311111,-77.58027778,"H","NAD83",-1,0.1,"NAVD88","03010107","dv","00095","00001","83653",NA,"wat",NA,"1646694","0",1998-03-14,"1998",2024-07-16,"2024",9324,9621,"halifax"
"61","USGS","0208062765","ROANOKE RIVER AT HALIFAX, NC","ST",36.3311111,-77.58027778,"H","NAD83",-1,0.1,"NAVD88","03010107","dv","00095","00002","83654",NA,"wat",NA,"1646694","0",1998-03-14,"1998",2024-07-16,"2024",9323,9621,"halifax"
"62","USGS","0208062765","ROANOKE RIVER AT HALIFAX, NC","ST",36.3311111,-77.58027778,"H","NAD83",-1,0.1,"NAVD88","03010107","dv","00095","00003","83655",NA,"wat",NA,"1646694","0",1998-03-14,"1998",2024-07-16,"2024",9323,9621,"halifax"
"63","USGS","0208062765","ROANOKE RIVER AT HALIFAX, NC","ST",36.3311111,-77.58027778,"H","NAD83",-1,0.1,"NAVD88","03010107","uv","00095",NA,"88820",NA,"wat",NA,"1646694","0",2007-10-01,"2007",2024-07-17,"2024",6134,6134,"halifax"
"64","USGS","02081000","ROANOKE RIVER NEAR SCOTLAND NECK, NC","ST",36.20916667,-77.38388889,"H","NAD83",4.85,0.01,"NAVD88","03010107","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",1955-02-16,"1955",2007-11-05,"2007",84,19255,"halifax"
"65","USGS","02081000","ROANOKE RIVER NEAR SCOTLAND NECK, NC","ST",36.20916667,-77.38388889,"H","NAD83",4.85,0.01,"NAVD88","03010107","qw","90095",NA,"0",NA,"wat","PHY","1646694","0",2007-04-03,"2007",2007-07-31,"2007",4,119,"halifax"
"66","USGS","0208101221","CYPRESS SWAMP AT MOUTH NEAR PALMYRA, NC","ST",36.0911111,-77.295,"S","NAD83",NA,NA,NA,"03010107","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2006-08-02,"2006",2007-08-01,"2007",15,364,"bertie"
"67","USGS","02081016","STEPTOE RUN NEAR SCOTLAND NECK, NC","ST",36.10941667,-77.3706111,"1","NAD83",NA,NA,NA,"03010107","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-13,"2012",2013-04-23,"2013",6,314,"halifax"
"68","USGS","0208102001","KEHUKEE SWAMP AT MOUTH NEAR PALMYRA, NC","ST",36.08638889,-77.31638889,"S","NAD83",NA,NA,NA,"03010107","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2006-08-02,"2006",2007-11-06,"2007",20,461,"halifax"
"69","USGS","02081022","ROANOKE RIVER NEAR OAK CITY, NC","ST",36.0136111,-77.21527778,"H","NAD83",-1.1,0.1,"NAVD88","03010107","dv","00095","00001","293357",NA,"wat",NA,"1646694","0",1998-03-18,"1998",2022-01-05,"2022",8218,8694,"bertie"
"70","USGS","02081022","ROANOKE RIVER NEAR OAK CITY, NC","ST",36.0136111,-77.21527778,"H","NAD83",-1.1,0.1,"NAVD88","03010107","dv","00095","00002","293358",NA,"wat",NA,"1646694","0",1998-03-18,"1998",2022-01-05,"2022",8218,8694,"bertie"
"71","USGS","02081022","ROANOKE RIVER NEAR OAK CITY, NC","ST",36.0136111,-77.21527778,"H","NAD83",-1.1,0.1,"NAVD88","03010107","dv","00095","00003","293356",NA,"wat",NA,"1646694","0",1998-03-18,"1998",2022-01-05,"2022",8218,8694,"bertie"
"72","USGS","02081022","ROANOKE RIVER NEAR OAK CITY, NC","ST",36.0136111,-77.21527778,"H","NAD83",-1.1,0.1,"NAVD88","03010107","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",1968-07-01,"1968",2007-11-06,"2007",46,14372,"bertie"
"73","USGS","02081022","ROANOKE RIVER NEAR OAK CITY, NC","ST",36.0136111,-77.21527778,"H","NAD83",-1.1,0.1,"NAVD88","03010107","qw","90095",NA,"0",NA,"wat","PHY","1646694","0",2007-04-03,"2007",2007-07-31,"2007",4,119,"bertie"
"74","USGS","02081022","ROANOKE RIVER NEAR OAK CITY, NC","ST",36.0136111,-77.21527778,"H","NAD83",-1.1,0.1,"NAVD88","03010107","uv","00095",NA,"88836",NA,"wat",NA,"1646694","0",2007-10-01,"2007",2022-01-05,"2022",5210,5210,"bertie"
"75","USGS","0208102325","BLUE HOLE SWAMP AT NC HWY 11/42 NEAR CAHABA, NC","ST",36.01666667,-77.2122222,"1","NAD83",NA,NA,NA,"03010107","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-13,"2012",2013-04-23,"2013",5,314,"bertie"
"76","USGS","02081027","INDIAN CREEK AT MOUTH NEAR HAMILTON, NC","ST",35.98444444,-77.1916667,"S","NAD83",NA,NA,NA,"03010107","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2006-08-04,"2006",2007-08-01,"2007",15,362,"bertie"
"77","USGS","0208102845","CONIOTT CREEK NEAR MOUTH NEAR QUITSNA, NC","ST",35.94444444,-77.0722222,"S","NAD83",NA,NA,NA,"03010107","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2006-08-03,"2006",2007-11-07,"2007",20,461,"bertie"
"78","USGS","0208102855","ROANOKE RIVER AB SR1100 NR GRABTOWN, NC","ST",35.9443861,-77.0694444,"H","NAD83",NA,NA,NA,"03010107","dv","00095","00001","83707",NA,"wat",NA,"1646694","0",1998-01-10,"1998",2003-03-31,"2003",1828,1906,"bertie"
"79","USGS","0208102855","ROANOKE RIVER AB SR1100 NR GRABTOWN, NC","ST",35.9443861,-77.0694444,"H","NAD83",NA,NA,NA,"03010107","dv","00095","00002","83708",NA,"wat",NA,"1646694","0",1998-01-10,"1998",2003-03-31,"2003",1828,1906,"bertie"
"80","USGS","0208102855","ROANOKE RIVER AB SR1100 NR GRABTOWN, NC","ST",35.9443861,-77.0694444,"H","NAD83",NA,NA,NA,"03010107","dv","00095","00003","83709",NA,"wat",NA,"1646694","0",1998-01-10,"1998",2003-03-31,"2003",1828,1906,"bertie"
"81","USGS","0208103875","CONOHO CREEK AT SR 1336 NEAR OAK CITY, NC","ST",36.0121111,-77.2976111,"1","NAD83",NA,NA,NA,"03010107","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-13,"2012",2013-04-23,"2013",6,314,"martin"
"82","USGS","02081040","ETHERIDGE SWAMP AT SR 1326 NEAR OAK CITY, NC","ST",35.98825,-77.3479722,"1","NAD83",NA,NA,NA,"03010107","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-13,"2012",2013-04-23,"2013",6,314,"martin"
"83","USGS","0208105040","CONOHO CREEK TRIBUTARY AT SR 1002 AT HASSELL, NC","ST",35.9198333,-77.2705556,"1","NAD83",NA,NA,NA,"03010107","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-13,"2012",2013-04-23,"2013",6,314,"martin"
"84","USGS","02081051"," CONOHO CREEK AT MOUTH NEAR WILLIAMSTON, NC","ST",35.8758333,-77.04388889,"S","NAD83",NA,NA,NA,"03010107","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2006-04-18,"2006",2007-11-07,"2007",36,568,"bertie"
"85","USGS","02081054","ROANOKE RIVER AT WILLIAMSTON, NC","ST",35.8597222,-77.04027778,"H","NAD83",-4,0.1,"NAVD88","03010107","dv","00095","00001","83732",NA,"wat",NA,"1646694","0",2006-06-21,"2006",2007-11-12,"2007",359,509,"martin"
"86","USGS","02081054","ROANOKE RIVER AT WILLIAMSTON, NC","ST",35.8597222,-77.04027778,"H","NAD83",-4,0.1,"NAVD88","03010107","dv","00095","00002","83733",NA,"wat",NA,"1646694","0",2006-06-21,"2006",2007-11-12,"2007",359,509,"martin"
"87","USGS","02081054","ROANOKE RIVER AT WILLIAMSTON, NC","ST",35.8597222,-77.04027778,"H","NAD83",-4,0.1,"NAVD88","03010107","dv","00095","00003","83734",NA,"wat",NA,"1646694","0",2006-06-21,"2006",2007-11-12,"2007",359,509,"martin"
"88","USGS","02081054","ROANOKE RIVER AT WILLIAMSTON, NC","ST",35.8597222,-77.04027778,"H","NAD83",-4,0.1,"NAVD88","03010107","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2006-07-20,"2006",2007-11-07,"2007",21,475,"martin"
"89","USGS","02081054","ROANOKE RIVER AT WILLIAMSTON, NC","ST",35.8597222,-77.04027778,"H","NAD83",-4,0.1,"NAVD88","03010107","qw","90095",NA,"0",NA,"wat","PHY","1646694","0",2007-04-05,"2007",2007-08-01,"2007",4,118,"martin"
"90","USGS","02081065","SMITHWICK CR NEAR BEAR GRASS, NC","ST",35.76591667,-77.05175,"1","NAD83",NA,NA,NA,"03010107","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-14,"2012",2013-04-22,"2013",6,312,"martin"
"91","USGS","02081094","ROANOKE RIVER AT JAMESVILLE, NC","ST",35.81305556,-76.89277778,"H","NAD83",-1,0.1,"NAVD88","03010107","dv","00095","00001","83756",NA,"wat",NA,"1646694","0",1998-03-04,"1998",2024-07-16,"2024",9512,9631,"martin"
"92","USGS","02081094","ROANOKE RIVER AT JAMESVILLE, NC","ST",35.81305556,-76.89277778,"H","NAD83",-1,0.1,"NAVD88","03010107","dv","00095","00002","83757",NA,"wat",NA,"1646694","0",1998-03-04,"1998",2024-07-16,"2024",9514,9631,"martin"
"93","USGS","02081094","ROANOKE RIVER AT JAMESVILLE, NC","ST",35.81305556,-76.89277778,"H","NAD83",-1,0.1,"NAVD88","03010107","dv","00095","00003","83758",NA,"wat",NA,"1646694","0",1998-03-04,"1998",2024-07-16,"2024",9512,9631,"martin"
"94","USGS","02081094","ROANOKE RIVER AT JAMESVILLE, NC","ST",35.81305556,-76.89277778,"H","NAD83",-1,0.1,"NAVD88","03010107","uv","00095",NA,"88857",NA,"wat",NA,"1646694","0",2007-10-01,"2007",2024-07-17,"2024",6134,6134,"martin"
"95","USGS","0208109425","ROANOKE RIVER BELOW BROAD CREEK NEAR WOODARD, NC","ST",35.87777778,-76.8380556,"U","NAD83",0,1.6,"NAVD88","03010107","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-08-06,"2012",2012-08-06,"2012",1,0,"bertie"
"96","USGS","02081133","CASHIE R AB SANS SOUCI FERRY NR SANS SOUCI, NC","ST",35.9275,-76.845,"S","NAD83",NA,NA,NA,"03010107","dv","00095","00001","83790",NA,"wat",NA,"1646694","0",2007-03-28,"2007",2007-11-12,"2007",229,229,"bertie"
