"","agency_cd","site_no","station_nm","site_tp_cd","dec_lat_va","dec_long_va","coord_acy_cd","dec_coord_datum_cd","alt_va","alt_acy_va","alt_datum_cd","huc_cd","data_type_cd","parm_cd","stat_cd","ts_id","loc_web_ds","medium_grp_cd","parm_grp_cd","srs_id","access_cd","begin_date","Year_start","end_date","Year_end","count_nu","period","county"
"1844","USGS","0204388850","GOODWIN MILL CR AT SR1111 NR BELVIDERE, NC","ST",36.23987894,-76.5507774,"S","NAD83",NA,NA,NA,"03010205","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1995-01-24,"1995",1995-09-12,"1995",4,231,"perquimans"
"1920","USGS","02043892","PERQUIMANS RIVER AT US 17 AT HERTFORD, NC","ST",36.1946023,-76.4663298,"S","NAD83",NA,NA,NA,"03010205","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1968-10-16,"1968",2012-08-06,"2012",9,16000,"perquimans"
"1921","USGS","02043892","PERQUIMANS RIVER AT US 17 AT HERTFORD, NC","ST",36.1946023,-76.4663298,"S","NAD83",NA,NA,NA,"03010205","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1958-03-01,"1958",1972-09-07,"1972",40,5304,"perquimans"
"1992","USGS","02043892","PERQUIMANS RIVER AT US 17 AT HERTFORD, NC","ST",36.1946023,-76.4663298,"S","NAD83",NA,NA,NA,"03010205","qw","71850",NA,"0",NA,"wat","NUT","197186","0",1958-03-01,"1958",1960-09-29,"1960",39,943,"perquimans"
"1993","USGS","02043892","PERQUIMANS RIVER AT US 17 AT HERTFORD, NC","ST",36.1946023,-76.4663298,"S","NAD83",NA,NA,NA,"03010205","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1968-10-16,"1968",2012-08-06,"2012",8,16000,"perquimans"
"2030","USGS","02043902","PERQUIMANS R AB SUTTON CR NR HERTFORD, NC","ST",36.1668252,-76.4191058,"S","NAD83",NA,NA,NA,"03010205","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1968-07-24,"1968",1973-01-05,"1973",5,1626,"perquimans"
"2050","USGS","02043902","PERQUIMANS R AB SUTTON CR NR HERTFORD, NC","ST",36.1668252,-76.4191058,"S","NAD83",NA,NA,NA,"03010205","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1968-07-24,"1968",1973-01-05,"1973",5,1626,"perquimans"
"2096","USGS","02043913","YEOPIM RIVER AT PHILLIPS LANDING NEAR BETHEL, NC","ST",36.07527778,-76.4219444,"U","NAD83",0,1.6,"NAVD88","03010205","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2012-07-24,"2012",2014-02-18,"2014",14,574,NA
"2166","USGS","02043913","YEOPIM RIVER AT PHILLIPS LANDING NEAR BETHEL, NC","ST",36.07527778,-76.4219444,"U","NAD83",0,1.6,"NAVD88","03010205","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2012-07-24,"2012",2014-02-18,"2014",14,574,NA
"2208","USGS","02043930","ALBEMARLE SOUND AT EDENTON BAY NEAR EDENTON, NC","ES",36.0422222,-76.61277778,"U","NAD83",0,1.6,"NAVD88","03010205","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2012-07-17,"2012",2012-08-27,"2012",2,41,NA
"2243","USGS","02043930","ALBEMARLE SOUND AT EDENTON BAY NEAR EDENTON, NC","ES",36.0422222,-76.61277778,"U","NAD83",0,1.6,"NAVD88","03010205","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2012-07-17,"2012",2012-08-27,"2012",2,41,NA
"2274","USGS","02043950","ALBEMARLE SOUND NR EDENTON AIRPORT NR EDENTON, NC","ES",35.98027778,-76.6108333,"U","NAD83",0,1.6,"NAVD88","03010205","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2012-07-17,"2012",2012-07-17,"2012",1,0,NA
"2342","USGS","02043950","ALBEMARLE SOUND NR EDENTON AIRPORT NR EDENTON, NC","ES",35.98027778,-76.6108333,"U","NAD83",0,1.6,"NAVD88","03010205","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2012-07-17,"2012",2012-07-17,"2012",1,0,NA
"2391","USGS","02050160","CHOWAN RIVER NEAR EURE, NC","ST",36.5084861,-76.908016,"S","NAD83",NA,NA,NA,"03010203","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1968-09-24,"1968",1973-03-20,"1973",48,1638,"gates"
"2392","USGS","02050160","CHOWAN RIVER NEAR EURE, NC","ST",36.5084861,-76.908016,"S","NAD83",NA,NA,NA,"03010203","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1973-05-14,"1973",1973-05-14,"1973",1,0,"gates"
"2459","USGS","02050160","CHOWAN RIVER NEAR EURE, NC","ST",36.5084861,-76.908016,"S","NAD83",NA,NA,NA,"03010203","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1968-09-24,"1968",1973-03-20,"1973",44,1638,"gates"
"2479","USGS","02053021","JACKS SWAMP NR PLEASANT HILL, NC","ST",36.51542889,-77.54275568,"S","NAD83",NA,NA,NA,"03010204","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1977-12-08,"1977",1977-12-08,"1977",1,0,"northampton"
"2585","USGS","0205310895","POTECASI CR BELOW SR1504 AT CREEKSVILLE, NC","ST",36.39043128,-77.3058024,"S","NAD83",NA,NA,NA,"03010204","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1994-01-27,"1994",1994-08-24,"1994",3,209,"northampton"
"2636","USGS","0205310895","POTECASI CR BELOW SR1504 AT CREEKSVILLE, NC","ST",36.39043128,-77.3058024,"S","NAD83",NA,NA,NA,"03010204","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1994-01-27,"1994",1994-08-24,"1994",3,209,"northampton"
"2699","USGS","0205317300","CUTAWHISKIE CREEK AT SR1141 AT ST JOHN, NC","ST",36.32598818,-77.0880177,"S","NAD83",NA,NA,NA,"03010204","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1994-01-26,"1994",1994-08-23,"1994",3,209,"hertford"
"2751","USGS","0205317300","CUTAWHISKIE CREEK AT SR1141 AT ST JOHN, NC","ST",36.32598818,-77.0880177,"S","NAD83",NA,NA,NA,"03010204","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1994-01-26,"1994",1994-08-23,"1994",3,209,"hertford"
"2822","USGS","02053200","POTECASI CREEK NEAR UNION, NC","ST",36.3708333,-77.0255556,"S","NAD83",2.4,0.21,"NAVD88","03010204","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1957-04-11,"1957",1961-09-18,"1961",11,1621,"hertford"
"2846","USGS","02053200","POTECASI CREEK NEAR UNION, NC","ST",36.3708333,-77.0255556,"S","NAD83",2.4,0.21,"NAVD88","03010204","qw","71850",NA,"0",NA,"wat","NUT","197186","0",1957-04-11,"1957",1961-09-18,"1961",11,1621,"hertford"
"2875","USGS","02053242","CHOWAN RIVER AT U.S. HWYS 13/158 AT WINTON, NC","ST",36.40277778,-76.9347222,"U","NAD83",NA,NA,NA,"03010203","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2012-07-23,"2012",2012-07-23,"2012",1,0,"hertford"
"2943","USGS","02053242","CHOWAN RIVER AT U.S. HWYS 13/158 AT WINTON, NC","ST",36.40277778,-76.9347222,"U","NAD83",NA,NA,NA,"03010203","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2012-07-23,"2012",2012-07-23,"2012",1,0,"hertford"
"2981","USGS","02053244","CHOWAN R AT WINTON, NC","ST",36.4001541,-76.9302369,"S","NAD83",NA,NA,NA,"03010203","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1961-10-01,"1961",1973-01-05,"1973",87,4114,"hertford"
"2982","USGS","02053244","CHOWAN R AT WINTON, NC","ST",36.4001541,-76.9302369,"S","NAD83",NA,NA,NA,"03010203","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1955-10-01,"1955",1962-09-01,"1962",114,2527,"hertford"
"3005","USGS","02053244","CHOWAN R AT WINTON, NC","ST",36.4001541,-76.9302369,"S","NAD83",NA,NA,NA,"03010203","qw","71850",NA,"0",NA,"wat","NUT","197186","0",1955-10-01,"1955",1962-09-01,"1962",114,2527,"hertford"
"3006","USGS","02053244","CHOWAN R AT WINTON, NC","ST",36.4001541,-76.9302369,"S","NAD83",NA,NA,NA,"03010203","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1961-10-01,"1961",1973-01-05,"1973",86,4114,"hertford"
"3026","USGS","02053249","DEEP CREEK AT NC 45 NR COFIELD, NC","ST",36.37376557,-76.9330142,"S","NAD83",NA,NA,NA,"03010203","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1976-07-26,"1976",1978-03-23,"1978",2,605,"hertford"
"3151","USGS","02053490","AHOSKIE CR NEAR POORTOWN, NC","ST",36.28848884,-77.0252375,"S","NAD83",NA,NA,NA,"03010203","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1994-01-26,"1994",1994-08-23,"1994",3,209,"hertford"
"3422","USGS","02053490","AHOSKIE CR NEAR POORTOWN, NC","ST",36.28848884,-77.0252375,"S","NAD83",NA,NA,NA,"03010203","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1994-01-26,"1994",1994-08-23,"1994",3,209,"hertford"
"3507","USGS","02053500","AHOSKIE CREEK AT AHOSKIE, NC","ST",36.28027778,-76.9994444,"S","NAD83",16.3,0.1,"NAVD88","03010203","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1955-02-16,"1955",1961-09-18,"1961",11,2406,"hertford"
"3529","USGS","02053500","AHOSKIE CREEK AT AHOSKIE, NC","ST",36.28027778,-76.9994444,"S","NAD83",16.3,0.1,"NAVD88","03010203","qw","71850",NA,"0",NA,"wat","NUT","197186","0",1955-02-16,"1955",1961-09-18,"1961",11,2406,"hertford"
"3571","USGS","0205356401","CHINKAPIN CR TR AT SR1432 NR HARRELLSVILLE, NC","ST",36.2598782,-76.8560652,"S","NAD83",10,5,"NGVD29","03010203","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1986-08-12,"1986",1988-06-10,"1988",12,668,"hertford"
"3714","USGS","02053580","DUKE SWAMP NEAR SUNBURY, NC","ST",36.46932018,-76.6352296,"S","NAD83",NA,NA,NA,"03010203","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1994-01-25,"1994",1994-08-23,"1994",2,210,"gates"
"3765","USGS","02053580","DUKE SWAMP NEAR SUNBURY, NC","ST",36.46932018,-76.6352296,"S","NAD83",NA,NA,NA,"03010203","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1994-01-25,"1994",1994-08-23,"1994",2,210,"gates"
"3825","USGS","02053606","CHOWAN RIVER AT LIGHT 13 NR LLOYD CROSSROADS, NC","ST",36.29444444,-76.6972222,"U","NAD83",0,1.6,"NAVD88","03010203","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2012-07-23,"2012",2012-07-23,"2012",1,0,NA
"3893","USGS","02053606","CHOWAN RIVER AT LIGHT 13 NR LLOYD CROSSROADS, NC","ST",36.29444444,-76.6972222,"U","NAD83",0,1.6,"NAVD88","03010203","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2012-07-23,"2012",2012-07-23,"2012",1,0,NA
"4050","USGS","02053652","CHOWAN RIVER NR EDENHOUSE, NC","ST",36.0479377,-76.69466808,"S","NAD83",NA,NA,NA,"03010203","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1961-10-07,"1961",2012-08-27,"2012",91,18587,NA
"4051","USGS","02053652","CHOWAN RIVER NR EDENHOUSE, NC","ST",36.0479377,-76.69466808,"S","NAD83",NA,NA,NA,"03010203","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1958-01-01,"1958",1973-05-15,"1973",83,5613,NA
"4145","USGS","02053652","CHOWAN RIVER NR EDENHOUSE, NC","ST",36.0479377,-76.69466808,"S","NAD83",NA,NA,NA,"03010203","qw","71850",NA,"0",NA,"wat","NUT","197186","0",1958-01-01,"1958",1962-09-16,"1962",82,1719,NA
"4146","USGS","02053652","CHOWAN RIVER NR EDENHOUSE, NC","ST",36.0479377,-76.69466808,"S","NAD83",NA,NA,NA,"03010203","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1961-10-07,"1961",2012-08-27,"2012",86,18587,NA
"4184","USGS","02068500","DAN RIVER NEAR FRANCISCO, NC","ST",36.515,-80.3030556,"S","NAD83",831.4,0.13,"NAVD88","03010103","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1955-03-24,"1955",1960-06-22,"1960",10,1917,"stokes"
"4203","USGS","02068500","DAN RIVER NEAR FRANCISCO, NC","ST",36.515,-80.3030556,"S","NAD83",831.4,0.13,"NAVD88","03010103","qw","71850",NA,"0",NA,"wat","NUT","197186","0",1955-03-24,"1955",1960-06-22,"1960",10,1917,"stokes"
"4252","USGS","0206903060","BELEWES CREEK AT SR1971 AT CRIMES CROSSROADS, NC","ST",36.21402535,-80.072542,"S","NAD83",NA,NA,NA,"03010103","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1988-04-06,"1988",1989-05-31,"1989",9,420,"forsyth"
"4311","USGS","02070500","MAYO RIVER NEAR PRICE, NC","ST",36.53388889,-79.99138889,"S","NAD83",689.3,0.1,"NAVD88","03010103","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1969-09-30,"1969",1973-01-19,"1973",15,1207,"rockingham"
"4312","USGS","02070500","MAYO RIVER NEAR PRICE, NC","ST",36.53388889,-79.99138889,"S","NAD83",689.3,0.1,"NAVD88","03010103","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1959-03-10,"1959",1973-05-11,"1973",7,5176,"rockingham"
"4369","USGS","02070500","MAYO RIVER NEAR PRICE, NC","ST",36.53388889,-79.99138889,"S","NAD83",689.3,0.1,"NAVD88","03010103","qw","71850",NA,"0",NA,"wat","NUT","197186","0",1959-03-10,"1959",1961-09-20,"1961",6,925,"rockingham"
"4370","USGS","02070500","MAYO RIVER NEAR PRICE, NC","ST",36.53388889,-79.99138889,"S","NAD83",689.3,0.1,"NAVD88","03010103","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1969-09-30,"1969",1973-01-19,"1973",13,1207,"rockingham"
"4393","USGS","02070806","HUFFINES MILL CR NR BETHANY, NC","ST",36.3334697,-79.85698079,"S","NAD83",NA,NA,NA,"03010103","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1977-04-05,"1977",1977-12-07,"1977",2,246,"rockingham"
"4459","USGS","02071000","DAN RIVER NEAR WENTWORTH, NC","ST",36.4125,-79.8261111,"S","NAD83",512.3,0.1,"NAVD88","03010103","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1955-03-10,"1955",1961-09-20,"1961",10,2386,"rockingham"
"4488","USGS","02071000","DAN RIVER NEAR WENTWORTH, NC","ST",36.4125,-79.8261111,"S","NAD83",512.3,0.1,"NAVD88","03010103","qw","71850",NA,"0",NA,"wat","NUT","197186","0",1955-03-10,"1955",1961-09-20,"1961",10,2386,"rockingham"
"4521","USGS","02071500","DAN R AT LEAKSVILLE, NC","ST",36.48347146,-79.7664248,"S","NAD83",490.33,1,"NGVD29","03010103","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1961-10-01,"1961",1967-09-01,"1967",81,2161,"rockingham"
"4522","USGS","02071500","DAN R AT LEAKSVILLE, NC","ST",36.48347146,-79.7664248,"S","NAD83",490.33,1,"NGVD29","03010103","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1954-10-18,"1954",1962-09-01,"1962",30,2875,"rockingham"
"4543","USGS","02071500","DAN R AT LEAKSVILLE, NC","ST",36.48347146,-79.7664248,"S","NAD83",490.33,1,"NGVD29","03010103","qw","71850",NA,"0",NA,"wat","NUT","197186","0",1954-10-18,"1954",1962-09-01,"1962",30,2875,"rockingham"
"4544","USGS","02071500","DAN R AT LEAKSVILLE, NC","ST",36.48347146,-79.7664248,"S","NAD83",490.33,1,"NGVD29","03010103","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1961-10-01,"1961",1967-09-01,"1967",81,2161,"rockingham"
"4576","USGS","02074000","SMITH RIVER AT EDEN, NC","ST",36.52555556,-79.7655556,"S","NAD83",538.8,0.1,"NAVD88","03010103","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1968-06-20,"1968",1969-02-04,"1969",3,229,"rockingham"
"4577","USGS","02074000","SMITH RIVER AT EDEN, NC","ST",36.52555556,-79.7655556,"S","NAD83",538.8,0.1,"NAVD88","03010103","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1959-03-10,"1959",1961-09-20,"1961",6,925,"rockingham"
