,agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,alt_va,alt_acy_va,alt_datum_cd,huc_cd,data_type_cd,parm_cd,stat_cd,ts_id,loc_web_ds,medium_grp_cd,parm_grp_cd,srs_id,access_cd,begin_date,Year_start,end_date,Year_end,count_nu,period,county,station_nm,dec_lat_va,dec_long_va
11,USGS,204345010,"CURRITUCK SOUND AT POPLAR BRANCH, NC CU3",ES,36.2873822,-75.8835292,S,NAD83,NA,NA,NA,3010205,dv,95,1,83252,NA,wat,NA,1646694,0,8/8/97,1997,7/11/99,1999,625,702,gates,"CURRITUCK SOUND AT POPLAR BRANCH, NC CU3",36.2873822,-75.8835292
12,USGS,204345010,"CURRITUCK SOUND AT POPLAR BRANCH, NC CU3",ES,36.2873822,-75.8835292,S,NAD83,NA,NA,NA,3010205,dv,95,2,83253,NA,wat,NA,1646694,0,8/8/97,1997,7/11/99,1999,625,702,gates,"CURRITUCK SOUND AT POPLAR BRANCH, NC CU3",36.2873822,-75.8835292
13,USGS,204345010,"CURRITUCK SOUND AT POPLAR BRANCH, NC CU3",ES,36.2873822,-75.8835292,S,NAD83,NA,NA,NA,3010205,dv,95,3,83254,NA,wat,NA,1646694,0,8/8/97,1997,7/11/99,1999,682,702,gates,"CURRITUCK SOUND AT POPLAR BRANCH, NC CU3",36.2873822,-75.8835292
14,USGS,204347500,"CURRITUCK SOUND AT US 158 NR POINT HARBOR, NC",ES,36.0868308,-75.7679607,S,NAD83,NA,NA,NA,3010205,dv,95,1,83295,BOTTOM,wat,NA,1646694,0,1/13/90,1990,7/23/93,1993,962,1287,gates,"CURRITUCK SOUND AT US 158 NR POINT HARBOR, NC",36.0868308,-75.7679607
15,USGS,204347500,"CURRITUCK SOUND AT US 158 NR POINT HARBOR, NC",ES,36.0868308,-75.7679607,S,NAD83,NA,NA,NA,3010205,dv,95,1,83298,TOP,wat,NA,1646694,0,1/13/90,1990,7/30/07,2007,1517,6407,gates,"CURRITUCK SOUND AT US 158 NR POINT HARBOR, NC",36.0868308,-75.7679607
16,USGS,204347500,"CURRITUCK SOUND AT US 158 NR POINT HARBOR, NC",ES,36.0868308,-75.7679607,S,NAD83,NA,NA,NA,3010205,dv,95,2,83296,BOTTOM,wat,NA,1646694,0,1/13/90,1990,7/23/93,1993,962,1287,gates,"CURRITUCK SOUND AT US 158 NR POINT HARBOR, NC",36.0868308,-75.7679607
17,USGS,204347500,"CURRITUCK SOUND AT US 158 NR POINT HARBOR, NC",ES,36.0868308,-75.7679607,S,NAD83,NA,NA,NA,3010205,dv,95,2,83299,TOP,wat,NA,1646694,0,1/13/90,1990,7/30/07,2007,1517,6407,gates,"CURRITUCK SOUND AT US 158 NR POINT HARBOR, NC",36.0868308,-75.7679607
18,USGS,204347500,"CURRITUCK SOUND AT US 158 NR POINT HARBOR, NC",ES,36.0868308,-75.7679607,S,NAD83,NA,NA,NA,3010205,dv,95,3,83297,BOTTOM,wat,NA,1646694,0,1/13/90,1990,7/23/93,1993,962,1287,gates,"CURRITUCK SOUND AT US 158 NR POINT HARBOR, NC",36.0868308,-75.7679607
19,USGS,204347500,"CURRITUCK SOUND AT US 158 NR POINT HARBOR, NC",ES,36.0868308,-75.7679607,S,NAD83,NA,NA,NA,3010205,dv,95,3,83300,TOP,wat,NA,1646694,0,1/13/90,1990,7/30/07,2007,1517,6407,gates,"CURRITUCK SOUND AT US 158 NR POINT HARBOR, NC",36.0868308,-75.7679607
20,USGS,204347500,"CURRITUCK SOUND AT US 158 NR POINT HARBOR, NC",ES,36.0868308,-75.7679607,S,NAD83,NA,NA,NA,3010205,qw,95,NA,0,NA,wat,PHY,1646694,0,10/4/90,1990,7/31/07,2007,119,6144,gates,"CURRITUCK SOUND AT US 158 NR POINT HARBOR, NC",36.0868308,-75.7679607
21,USGS,204378000,"NEWLAND CANAL NEAR ACORN HILL, NC",ST-CA,36.43348707,-76.47966789,S,NAD83,NA,NA,NA,3010205,qw,95,NA,0,NA,wat,PHY,1646694,0,1/27/95,1995,6/7/95,1995,3,131,gates,"NEWLAND CANAL NEAR ACORN HILL, NC",36.43348707,-76.47966789
22,USGS,204378000,"NEWLAND CANAL NEAR ACORN HILL, NC",ST-CA,36.43348707,-76.47966789,S,NAD83,NA,NA,NA,3010205,qw,90095,NA,0,NA,wat,PHY,1646694,0,1/27/95,1995,6/7/95,1995,3,131,gates,"NEWLAND CANAL NEAR ACORN HILL, NC",36.43348707,-76.47966789
23,USGS,2043814,"NEWLAND CANAL NR LYNCHS CORNER, NC",ST-CA,36.41876518,-76.398831,S,NAD83,NA,NA,NA,3010205,qw,95,NA,0,NA,sed,PHY,1646694,0,9/25/95,1995,9/25/95,1995,1,0,pasquotank,"NEWLAND CANAL NR LYNCHS CORNER, NC",36.41876518,-76.398831
24,USGS,2043814,"NEWLAND CANAL NR LYNCHS CORNER, NC",ST-CA,36.41876518,-76.398831,S,NAD83,NA,NA,NA,3010205,qw,95,NA,0,NA,wat,PHY,1646694,0,1/27/95,1995,9/25/95,1995,4,241,pasquotank,"NEWLAND CANAL NR LYNCHS CORNER, NC",36.41876518,-76.398831
25,USGS,2043814,"NEWLAND CANAL NR LYNCHS CORNER, NC",ST-CA,36.41876518,-76.398831,S,NAD83,NA,NA,NA,3010205,qw,90095,NA,0,NA,wat,PHY,1646694,0,1/27/95,1995,6/7/95,1995,3,131,pasquotank,"NEWLAND CANAL NR LYNCHS CORNER, NC",36.41876518,-76.398831
26,USGS,2043852,"PASQUOTANK RIVER NR ELIZABETH CITY, NC",ST,36.3626552,-76.2527135,S,NAD83,NA,NA,NA,3010205,qw,95,NA,0,NA,wat,PHY,1646694,0,10/1/61,1961,9/1/65,1965,61,1431,pasquotank,"PASQUOTANK RIVER NR ELIZABETH CITY, NC",36.3626552,-76.2527135
27,USGS,204385315,"PASQUOTANK R AT BRICKHOUSE LN AB ELIZABETH CTY, NC",ST,36.3343226,-76.2182673,S,NAD83,NA,NA,NA,3010205,dv,95,1,83353,Elevation:      5.000,wat,NA,1646694,0,7/7/95,1995,7/30/96,1996,389,389,pasquotank,"PASQUOTANK R AT BRICKHOUSE LN AB ELIZABETH CTY, NC",36.3343226,-76.2182673
28,USGS,204385315,"PASQUOTANK R AT BRICKHOUSE LN AB ELIZABETH CTY, NC",ST,36.3343226,-76.2182673,S,NAD83,NA,NA,NA,3010205,dv,95,1,83362,Elevation:      10.00,wat,NA,1646694,0,7/7/95,1995,7/30/96,1996,389,389,pasquotank,"PASQUOTANK R AT BRICKHOUSE LN AB ELIZABETH CTY, NC",36.3343226,-76.2182673
29,USGS,204385315,"PASQUOTANK R AT BRICKHOUSE LN AB ELIZABETH CTY, NC",ST,36.3343226,-76.2182673,S,NAD83,NA,NA,NA,3010205,dv,95,2,83354,Elevation:      5.000,wat,NA,1646694,0,7/7/95,1995,7/30/96,1996,389,389,pasquotank,"PASQUOTANK R AT BRICKHOUSE LN AB ELIZABETH CTY, NC",36.3343226,-76.2182673
30,USGS,204385315,"PASQUOTANK R AT BRICKHOUSE LN AB ELIZABETH CTY, NC",ST,36.3343226,-76.2182673,S,NAD83,NA,NA,NA,3010205,dv,95,2,83363,Elevation:      10.00,wat,NA,1646694,0,7/7/95,1995,7/30/96,1996,389,389,pasquotank,"PASQUOTANK R AT BRICKHOUSE LN AB ELIZABETH CTY, NC",36.3343226,-76.2182673
31,USGS,204385315,"PASQUOTANK R AT BRICKHOUSE LN AB ELIZABETH CTY, NC",ST,36.3343226,-76.2182673,S,NAD83,NA,NA,NA,3010205,dv,95,3,83355,Elevation:      5.000,wat,NA,1646694,0,7/7/95,1995,7/30/96,1996,389,389,pasquotank,"PASQUOTANK R AT BRICKHOUSE LN AB ELIZABETH CTY, NC",36.3343226,-76.2182673
32,USGS,204385315,"PASQUOTANK R AT BRICKHOUSE LN AB ELIZABETH CTY, NC",ST,36.3343226,-76.2182673,S,NAD83,NA,NA,NA,3010205,dv,95,3,83364,Elevation:      10.00,wat,NA,1646694,0,7/7/95,1995,7/30/96,1996,389,389,pasquotank,"PASQUOTANK R AT BRICKHOUSE LN AB ELIZABETH CTY, NC",36.3343226,-76.2182673
33,USGS,204386000,"KNOBBS CR AT SR1332 NR ELIZABETH CITY, NC",ST,36.32376706,-76.2441017,S,NAD83,NA,NA,NA,3010205,qw,95,NA,0,NA,wat,PHY,1646694,0,1/26/95,1995,9/26/95,1995,5,243,pasquotank,"KNOBBS CR AT SR1332 NR ELIZABETH CITY, NC",36.32376706,-76.2441017
34,USGS,204386000,"KNOBBS CR AT SR1332 NR ELIZABETH CITY, NC",ST,36.32376706,-76.2441017,S,NAD83,NA,NA,NA,3010205,qw,90095,NA,0,NA,wat,PHY,1646694,0,1/26/95,1995,9/12/95,1995,4,229,pasquotank,"KNOBBS CR AT SR1332 NR ELIZABETH CITY, NC",36.32376706,-76.2441017
35,USGS,2043862,"PASQUOTANK R AT ELIZABETH CITY, NC",ST,36.30120278,-76.217225,H,NAD83,NA,NA,NA,3010205,qw,95,NA,0,NA,oth,PHY,1646694,0,8/17/71,1971,5/14/73,1973,9,636,pasquotank,"PASQUOTANK R AT ELIZABETH CITY, NC",36.30120278,-76.217225
36,USGS,2043862,"PASQUOTANK R AT ELIZABETH CITY, NC",ST,36.30120278,-76.217225,H,NAD83,NA,NA,NA,3010205,qw,95,NA,0,NA,wat,PHY,1646694,0,1/1/58,1958,6/19/73,1973,74,5648,pasquotank,"PASQUOTANK R AT ELIZABETH CITY, NC",36.30120278,-76.217225
37,USGS,204387900,"PASQUOTANK R AT LIGHT 1 NEAR TEXAS, NC",ES,36.15182524,-76.0213111,S,NAD83,NA,NA,NA,3010205,dv,95,1,83385,Elevation:      10.00,wat,NA,1646694,0,1/18/91,1991,2/9/93,1993,714,753,camden,"PASQUOTANK R AT LIGHT 1 NEAR TEXAS, NC",36.15182524,-76.0213111
38,USGS,204387900,"PASQUOTANK R AT LIGHT 1 NEAR TEXAS, NC",ES,36.15182524,-76.0213111,S,NAD83,NA,NA,NA,3010205,dv,95,1,83391,Elevation:      5.000,wat,NA,1646694,0,1/18/91,1991,6/5/93,1993,755,869,camden,"PASQUOTANK R AT LIGHT 1 NEAR TEXAS, NC",36.15182524,-76.0213111
39,USGS,204387900,"PASQUOTANK R AT LIGHT 1 NEAR TEXAS, NC",ES,36.15182524,-76.0213111,S,NAD83,NA,NA,NA,3010205,dv,95,2,83386,Elevation:      10.00,wat,NA,1646694,0,1/18/91,1991,2/9/93,1993,714,753,camden,"PASQUOTANK R AT LIGHT 1 NEAR TEXAS, NC",36.15182524,-76.0213111
40,USGS,204387900,"PASQUOTANK R AT LIGHT 1 NEAR TEXAS, NC",ES,36.15182524,-76.0213111,S,NAD83,NA,NA,NA,3010205,dv,95,2,83392,Elevation:      5.000,wat,NA,1646694,0,1/18/91,1991,6/5/93,1993,755,869,camden,"PASQUOTANK R AT LIGHT 1 NEAR TEXAS, NC",36.15182524,-76.0213111
41,USGS,204387900,"PASQUOTANK R AT LIGHT 1 NEAR TEXAS, NC",ES,36.15182524,-76.0213111,S,NAD83,NA,NA,NA,3010205,dv,95,3,83387,Elevation:      10.00,wat,NA,1646694,0,1/18/91,1991,2/9/93,1993,714,753,camden,"PASQUOTANK R AT LIGHT 1 NEAR TEXAS, NC",36.15182524,-76.0213111
42,USGS,204387900,"PASQUOTANK R AT LIGHT 1 NEAR TEXAS, NC",ES,36.15182524,-76.0213111,S,NAD83,NA,NA,NA,3010205,dv,95,3,83393,Elevation:      5.000,wat,NA,1646694,0,1/18/91,1991,6/5/93,1993,755,869,camden,"PASQUOTANK R AT LIGHT 1 NEAR TEXAS, NC",36.15182524,-76.0213111
43,USGS,204387900,"PASQUOTANK R AT LIGHT 1 NEAR TEXAS, NC",ES,36.15182524,-76.0213111,S,NAD83,NA,NA,NA,3010205,qw,95,NA,0,NA,wat,PHY,1646694,0,1/17/91,1991,7/18/12,2012,87,7853,camden,"PASQUOTANK R AT LIGHT 1 NEAR TEXAS, NC",36.15182524,-76.0213111
44,USGS,204388500,"PERQUIMANS R AT SR1204 AT WHITESTON, NC",ST,36.33071089,-76.5007776,S,NAD83,NA,NA,NA,3010205,qw,95,NA,0,NA,sed,PHY,1646694,0,9/25/95,1995,9/25/95,1995,1,0,perquimans,"PERQUIMANS R AT SR1204 AT WHITESTON, NC",36.33071089,-76.5007776
45,USGS,204388500,"PERQUIMANS R AT SR1204 AT WHITESTON, NC",ST,36.33071089,-76.5007776,S,NAD83,NA,NA,NA,3010205,qw,95,NA,0,NA,wat,PHY,1646694,0,1/26/95,1995,9/25/95,1995,5,242,perquimans,"PERQUIMANS R AT SR1204 AT WHITESTON, NC",36.33071089,-76.5007776
46,USGS,204388500,"PERQUIMANS R AT SR1204 AT WHITESTON, NC",ST,36.33071089,-76.5007776,S,NAD83,NA,NA,NA,3010205,qw,90095,NA,0,NA,wat,PHY,1646694,0,1/26/95,1995,9/12/95,1995,4,229,perquimans,"PERQUIMANS R AT SR1204 AT WHITESTON, NC",36.33071089,-76.5007776
47,USGS,204388850,"GOODWIN MILL CR AT SR1111 NR BELVIDERE, NC",ST,36.23987894,-76.5507774,S,NAD83,NA,NA,NA,3010205,qw,95,NA,0,NA,sed,PHY,1646694,0,9/25/95,1995,9/25/95,1995,1,0,perquimans,"GOODWIN MILL CR AT SR1111 NR BELVIDERE, NC",36.23987894,-76.5507774
48,USGS,204388850,"GOODWIN MILL CR AT SR1111 NR BELVIDERE, NC",ST,36.23987894,-76.5507774,S,NAD83,NA,NA,NA,3010205,qw,95,NA,0,NA,wat,PHY,1646694,0,1/24/95,1995,9/25/95,1995,5,244,perquimans,"GOODWIN MILL CR AT SR1111 NR BELVIDERE, NC",36.23987894,-76.5507774
49,USGS,204388850,"GOODWIN MILL CR AT SR1111 NR BELVIDERE, NC",ST,36.23987894,-76.5507774,S,NAD83,NA,NA,NA,3010205,qw,90095,NA,0,NA,wat,PHY,1646694,0,1/24/95,1995,9/12/95,1995,4,231,perquimans,"GOODWIN MILL CR AT SR1111 NR BELVIDERE, NC",36.23987894,-76.5507774
50,USGS,2043892,"PERQUIMANS RIVER AT US 17 AT HERTFORD, NC",ST,36.1946023,-76.4663298,S,NAD83,NA,NA,NA,3010205,qw,95,NA,0,NA,wat,PHY,1646694,0,3/1/58,1958,8/6/12,2012,49,19882,perquimans,"PERQUIMANS RIVER AT US 17 AT HERTFORD, NC",36.1946023,-76.4663298
51,USGS,2043902,"PERQUIMANS R AB SUTTON CR NR HERTFORD, NC",ST,36.1668252,-76.4191058,S,NAD83,NA,NA,NA,3010205,qw,95,NA,0,NA,wat,PHY,1646694,0,7/24/68,1968,1/5/73,1973,6,1626,perquimans,"PERQUIMANS R AB SUTTON CR NR HERTFORD, NC",36.1668252,-76.4191058
52,USGS,2050160,"CHOWAN RIVER NEAR EURE, NC",ST,36.5084861,-76.908016,S,NAD83,NA,NA,NA,3010203,qw,95,NA,0,NA,oth,PHY,1646694,0,1/27/69,1969,5/14/73,1973,38,1568,gates,"CHOWAN RIVER NEAR EURE, NC",36.5084861,-76.908016
53,USGS,2050160,"CHOWAN RIVER NEAR EURE, NC",ST,36.5084861,-76.908016,S,NAD83,NA,NA,NA,3010203,qw,95,NA,0,NA,wat,PHY,1646694,0,9/24/68,1968,6/19/73,1973,72,1729,gates,"CHOWAN RIVER NEAR EURE, NC",36.5084861,-76.908016
54,USGS,2053021,"JACKS SWAMP NR PLEASANT HILL, NC",ST,36.51542889,-77.54275568,S,NAD83,NA,NA,NA,3010204,qw,95,NA,0,NA,wat,PHY,1646694,0,10/16/73,1973,12/8/77,1977,8,1514,northampton,"JACKS SWAMP NR PLEASANT HILL, NC",36.51542889,-77.54275568
55,USGS,205310895,"POTECASI CR BELOW SR1504 AT CREEKSVILLE, NC",ST,36.39043128,-77.3058024,S,NAD83,NA,NA,NA,3010204,qw,95,NA,0,NA,wat,PHY,1646694,0,1/27/94,1994,8/24/94,1994,3,209,northampton,"POTECASI CR BELOW SR1504 AT CREEKSVILLE, NC",36.39043128,-77.3058024
56,USGS,205310895,"POTECASI CR BELOW SR1504 AT CREEKSVILLE, NC",ST,36.39043128,-77.3058024,S,NAD83,NA,NA,NA,3010204,qw,90095,NA,0,NA,wat,PHY,1646694,0,1/27/94,1994,8/24/94,1994,3,209,northampton,"POTECASI CR BELOW SR1504 AT CREEKSVILLE, NC",36.39043128,-77.3058024
57,USGS,205317300,"CUTAWHISKIE CREEK AT SR1141 AT ST JOHN, NC",ST,36.32598818,-77.0880177,S,NAD83,NA,NA,NA,3010204,qw,95,NA,0,NA,wat,PHY,1646694,0,1/26/94,1994,8/23/94,1994,3,209,hertford,"CUTAWHISKIE CREEK AT SR1141 AT ST JOHN, NC",36.32598818,-77.0880177
58,USGS,205317300,"CUTAWHISKIE CREEK AT SR1141 AT ST JOHN, NC",ST,36.32598818,-77.0880177,S,NAD83,NA,NA,NA,3010204,qw,90095,NA,0,NA,wat,PHY,1646694,0,1/26/94,1994,8/23/94,1994,3,209,hertford,"CUTAWHISKIE CREEK AT SR1141 AT ST JOHN, NC",36.32598818,-77.0880177
59,USGS,2053200,"POTECASI CREEK NEAR UNION, NC",ST,36.3708333,-77.0255556,S,NAD83,2.4,0.21,NAVD88,3010204,qw,95,NA,0,NA,sed,PHY,1646694,0,9/25/95,1995,9/25/95,1995,1,0,hertford,"POTECASI CREEK NEAR UNION, NC",36.3708333,-77.0255556
60,USGS,2053200,"POTECASI CREEK NEAR UNION, NC",ST,36.3708333,-77.0255556,S,NAD83,2.4,0.21,NAVD88,3010204,qw,95,NA,0,NA,wat,PHY,1646694,0,4/11/57,1957,9/25/95,1995,12,14046,hertford,"POTECASI CREEK NEAR UNION, NC",36.3708333,-77.0255556
61,USGS,2053244,"CHOWAN R AT WINTON, NC",ST,36.4001541,-76.9302369,S,NAD83,NA,NA,NA,3010203,qw,95,NA,0,NA,wat,PHY,1646694,0,10/1/55,1955,1/5/73,1973,195,6306,hertford,"CHOWAN R AT WINTON, NC",36.4001541,-76.9302369
62,USGS,2053249,"DEEP CREEK AT NC 45 NR COFIELD, NC",ST,36.37376557,-76.9330142,S,NAD83,NA,NA,NA,3010203,qw,95,NA,0,NA,wat,PHY,1646694,0,10/16/73,1973,3/23/78,1978,4,1619,hertford,"DEEP CREEK AT NC 45 NR COFIELD, NC",36.37376557,-76.9330142
63,USGS,205338780,CHOWAN R. LT. 22,ES,36.3634882,-76.7780096,S,NAD83,NA,NA,NA,NA,dv,95,1,83429,Elevation:      10.00,wat,NA,1646694,0,12/6/89,1989,10/25/92,1992,692,1054,gates,CHOWAN R. LT. 22,36.3634882,-76.7780096
64,USGS,205338780,CHOWAN R. LT. 22,ES,36.3634882,-76.7780096,S,NAD83,NA,NA,NA,NA,dv,95,1,83432,Elevation:      5.000,wat,NA,1646694,0,12/6/89,1989,10/25/92,1992,618,1054,gates,CHOWAN R. LT. 22,36.3634882,-76.7780096
65,USGS,205338780,CHOWAN R. LT. 22,ES,36.3634882,-76.7780096,S,NAD83,NA,NA,NA,NA,dv,95,2,83430,Elevation:      10.00,wat,NA,1646694,0,12/6/89,1989,10/25/92,1992,692,1054,gates,CHOWAN R. LT. 22,36.3634882,-76.7780096
66,USGS,205338780,CHOWAN R. LT. 22,ES,36.3634882,-76.7780096,S,NAD83,NA,NA,NA,NA,dv,95,2,83433,Elevation:      5.000,wat,NA,1646694,0,12/6/89,1989,10/25/92,1992,618,1054,gates,CHOWAN R. LT. 22,36.3634882,-76.7780096
67,USGS,205338780,CHOWAN R. LT. 22,ES,36.3634882,-76.7780096,S,NAD83,NA,NA,NA,NA,dv,95,3,83431,Elevation:      10.00,wat,NA,1646694,0,12/6/89,1989,10/25/92,1992,692,1054,gates,CHOWAN R. LT. 22,36.3634882,-76.7780096
68,USGS,205338780,CHOWAN R. LT. 22,ES,36.3634882,-76.7780096,S,NAD83,NA,NA,NA,NA,dv,95,3,83434,Elevation:      5.000,wat,NA,1646694,0,12/6/89,1989,10/25/92,1992,618,1054,gates,CHOWAN R. LT. 22,36.3634882,-76.7780096
69,USGS,205338780,CHOWAN R. LT. 22,ES,36.3634882,-76.7780096,S,NAD83,NA,NA,NA,NA,qw,95,NA,0,NA,wat,PHY,1646694,0,10/4/90,1990,10/27/92,1992,98,754,gates,CHOWAN R. LT. 22,36.3634882,-76.7780096
70,USGS,2053490,"AHOSKIE CR NEAR POORTOWN, NC",ST,36.28848884,-77.0252375,S,NAD83,NA,NA,NA,3010203,qw,95,NA,0,NA,sed,PHY,1646694,0,9/25/95,1995,7/23/02,2002,2,2493,hertford,"AHOSKIE CR NEAR POORTOWN, NC",36.28848884,-77.0252375
71,USGS,2053490,"AHOSKIE CR NEAR POORTOWN, NC",ST,36.28848884,-77.0252375,S,NAD83,NA,NA,NA,3010203,qw,95,NA,0,NA,wat,PHY,1646694,0,1/26/94,1994,7/23/02,2002,5,3100,hertford,"AHOSKIE CR NEAR POORTOWN, NC",36.28848884,-77.0252375
72,USGS,2053490,"AHOSKIE CR NEAR POORTOWN, NC",ST,36.28848884,-77.0252375,S,NAD83,NA,NA,NA,3010203,qw,90095,NA,0,NA,wat,PHY,1646694,0,1/26/94,1994,7/23/02,2002,4,3100,hertford,"AHOSKIE CR NEAR POORTOWN, NC",36.28848884,-77.0252375
73,USGS,2053500,"AHOSKIE CREEK AT AHOSKIE, NC",ST,36.28027778,-76.9994444,S,NAD83,16.3,0.1,NAVD88,3010203,qw,95,NA,0,NA,wat,PHY,1646694,0,2/16/55,1955,7/17/02,2002,13,17318,hertford,"AHOSKIE CREEK AT AHOSKIE, NC",36.28027778,-76.9994444
74,USGS,205356401,"CHINKAPIN CR TR AT SR1432 NR HARRELLSVILLE, NC",ST,36.2598782,-76.8560652,S,NAD83,10,5,NGVD29,3010203,qw,95,NA,0,NA,wat,PHY,1646694,0,8/12/86,1986,6/10/88,1988,12,668,hertford,"CHINKAPIN CR TR AT SR1432 NR HARRELLSVILLE, NC",36.2598782,-76.8560652
75,USGS,205356401,"CHINKAPIN CR TR AT SR1432 NR HARRELLSVILLE, NC",ST,36.2598782,-76.8560652,S,NAD83,10,5,NGVD29,3010203,qw,90095,NA,0,NA,wat,PHY,1646694,0,4/16/87,1987,6/10/88,1988,5,421,hertford,"CHINKAPIN CR TR AT SR1432 NR HARRELLSVILLE, NC",36.2598782,-76.8560652
76,USGS,2053580,"DUKE SWAMP NEAR SUNBURY, NC",ST,36.46932018,-76.6352296,S,NAD83,NA,NA,NA,3010203,qw,95,NA,0,NA,wat,PHY,1646694,0,1/25/94,1994,8/23/94,1994,2,210,gates,"DUKE SWAMP NEAR SUNBURY, NC",36.46932018,-76.6352296
77,USGS,2053580,"DUKE SWAMP NEAR SUNBURY, NC",ST,36.46932018,-76.6352296,S,NAD83,NA,NA,NA,3010203,qw,90095,NA,0,NA,wat,PHY,1646694,0,1/25/94,1994,8/23/94,1994,2,210,gates,"DUKE SWAMP NEAR SUNBURY, NC",36.46932018,-76.6352296
78,USGS,205363590,CHOWAN RIVER LT 5,ES,36.16737978,-76.7435603,S,NAD83,NA,NA,NA,NA,dv,95,1,83476,Elevation:      10.00,wat,NA,1646694,0,1/31/90,1990,11/17/91,1991,514,655,bertie,CHOWAN RIVER LT 5,36.16737978,-76.7435603
79,USGS,205363590,CHOWAN RIVER LT 5,ES,36.16737978,-76.7435603,S,NAD83,NA,NA,NA,NA,dv,95,1,83479,Elevation:      5.000,wat,NA,1646694,0,1/31/90,1990,11/17/91,1991,519,655,bertie,CHOWAN RIVER LT 5,36.16737978,-76.7435603
80,USGS,205363590,CHOWAN RIVER LT 5,ES,36.16737978,-76.7435603,S,NAD83,NA,NA,NA,NA,dv,95,2,83477,Elevation:      10.00,wat,NA,1646694,0,1/31/90,1990,11/17/91,1991,514,655,bertie,CHOWAN RIVER LT 5,36.16737978,-76.7435603
